TF	Target	Experimentos
AT1G25340	AT4G01880	1/1
AT3G56400	AT4G01880	1/1
AT2G42200	AT4G03410	2/2
AT3G15270	AT4G03410	1/2
AT1G16490	AT4G03410	2/2
AT3G20310	AT4G03410	1/2
AT5G56110	AT4G03410	1/2
AT2G01940	AT4G03410	1/2
AT1G74650	AT4G03410	1/1
AT3G12720	AT4G03410	1/1
AT1G09540	AT4G03410	2/2
AT3G57920	AT4G03410	1/1
AT2G01930	AT4G03410	1/2
AT5G58900	AT4G03410	1/1
AT3G08500	AT4G03410	1/1
AT2G47070	AT4G03410	2/2
AT3G01530	AT4G03410	1/1
AT1G68320	AT4G03410	1/1
AT4G26030	AT4G03410	1/1
AT4G01680	AT4G03410	1/1
AT1G01720	AT4G03410	1/1
AT3G24520	AT4G03410	1/2
AT1G25340	AT4G03410	1/1
AT3G53200	AT4G03410	2/2
AT5G46830	AT4G03410	1/1
AT3G04070	AT4G03410	1/1
AT5G62320	AT4G03410	1/1
AT1G20980	AT4G03410	1/1
AT3G06490	AT4G03410	1/1
AT1G28470	AT4G03500	2/2
AT4G36740	AT4G03500	2/2
AT5G65310	AT4G03500	1/2
AT2G42200	AT4G03500	2/2
AT5G03790	AT4G03500	2/2
AT3G22830	AT4G03500	1/2
AT4G31800	AT4G03500	1/2
AT5G51990	AT4G03500	2/2
AT1G06280	AT4G03500	1/2
AT1G77200	AT4G03500	1/2
AT3G15270	AT4G03500	2/2
AT2G22540	AT4G03500	1/2
AT4G28500	AT4G03500	1/2
AT2G01940	AT4G03500	1/2
AT3G57920	AT4G03500	1/1
AT1G69780	AT4G03500	1/1
AT5G60130	AT4G03500	1/1
AT5G58850	AT4G03500	1/2
AT1G02230	AT4G03500	1/2
AT1G31140	AT4G03500	1/1
AT2G47070	AT4G03500	2/2
AT3G60580	AT4G03500	1/1
AT3G49530	AT4G03500	1/2
AT1G19790	AT4G03500	1/1
AT5G46830	AT4G03500	1/1
AT2G28810	AT4G19560	1/2
AT5G02460	AT4G19560	1/2
AT5G66940	AT4G19560	2/2
AT1G27730	AT4G19560	2/2
AT3G45610	AT4G19560	1/2
AT3G22830	AT4G19560	1/2
AT3G50260	AT4G19560	1/2
AT1G75240	AT4G19560	1/2
AT5G60850	AT4G19560	1/2
AT3G52440	AT4G19560	1/2
AT2G46590	AT4G19560	2/2
AT2G45410	AT4G19560	1/2
AT1G19210	AT4G19560	1/2
AT5G67190	AT4G19560	1/2
AT5G62940	AT4G19560	1/1
AT5G41570	AT4G19560	1/2
AT3G50410	AT4G19560	1/1
AT5G63260	AT4G19560	1/2
AT5G06100	AT4G19560	1/1
AT1G06850	AT4G19560	2/2
AT4G21040	AT4G19560	1/1
AT5G60130	AT4G19560	1/1
AT4G01540	AT4G19560	2/2
AT2G40620	AT4G19560	2/2
AT1G31140	AT4G19560	1/1
AT3G11440	AT4G19560	1/2
AT1G18330	AT4G19865	1/2
AT1G28470	AT4G19865	1/2
AT3G22830	AT4G19865	1/2
AT4G31800	AT4G19865	1/2
AT1G33240	AT4G19865	1/2
AT3G12250	AT4G19865	1/2
AT4G17980	AT4G19865	1/2
AT3G50060	AT4G19865	1/1
AT5G16820	AT4G19865	1/2
AT4G28500	AT4G19865	1/2
AT1G72740	AT4G19865	2/2
AT5G06100	AT4G19865	1/1
AT1G74650	AT4G19865	1/1
AT1G06850	AT4G19865	1/2
AT2G40620	AT4G19865	1/2
AT3G11440	AT4G19865	2/2
AT5G26170	AT4G19865	1/1
AT5G47660	AT4G19865	1/1
AT2G32460	AT4G19865	2/2
AT2G46680	AT4G19865	1/1
AT1G51140	AT4G19865	1/1
AT4G34590	AT4G19865	1/1
AT1G01720	AT4G19865	1/1
AT2G40740	AT4G19865	1/1
AT3G09735	AT4G19865	1/1
AT1G80840	AT4G19865	1/1
AT2G36010	AT4G19865	1/2
AT5G67580	AT4G19865	1/1
AT2G26960	AT4G19865	1/1
AT5G45580	AT4G25435	1/2
AT5G02460	AT4G25435	1/2
AT1G27730	AT4G25435	1/2
AT1G49480	AT4G25435	1/2
AT3G22830	AT4G25435	1/2
AT4G31800	AT4G25435	2/2
AT5G13080	AT4G25435	1/2
AT1G19000	AT4G25435	1/2
AT5G60850	AT4G25435	1/2
AT2G23320	AT4G25435	1/2
AT2G37590	AT4G25435	1/2
AT5G13180	AT4G25435	2/2
AT1G19850	AT4G25435	1/1
AT5G46350	AT4G25435	1/2
AT2G30250	AT4G25435	1/2
AT2G40260	AT4G25435	1/2
AT5G41570	AT4G25435	1/2
AT1G72740	AT4G25435	1/2
AT5G19790	AT4G25435	1/2
AT2G02820	AT4G25435	1/2
AT3G01530	AT4G25435	1/1
AT1G68320	AT4G25435	1/1
AT5G62000	AT4G25435	1/1
AT1G19790	AT4G25435	1/1
AT1G51220	AT4G25435	1/2
AT1G69180	AT4G25435	1/1
AT1G80840	AT4G25435	1/1
AT2G06200	AT4G25435	1/1
AT3G18990	AT4G25435	1/1
AT2G45480	AT4G25435	1/1
AT2G42200	AT4G27380	2/2
AT1G19000	AT4G27380	2/2
AT5G56840	AT4G27380	2/2
AT1G49010	AT4G27380	1/2
AT3G15270	AT4G27380	1/2
AT3G50060	AT4G27380	1/1
AT5G16820	AT4G27380	1/2
AT1G77920	AT4G27380	1/2
AT2G40260	AT4G27380	1/2
AT2G45420	AT4G27380	1/2
AT5G06100	AT4G27380	1/1
AT3G12720	AT4G27380	1/1
AT3G57920	AT4G27380	1/1
AT2G01930	AT4G27380	1/2
AT5G58900	AT4G27380	1/1
AT5G47390	AT4G27380	1/1
AT1G31140	AT4G27380	1/1
AT2G47070	AT4G27380	1/2
AT3G01530	AT4G27380	1/1
AT2G02080	AT4G27380	1/1
AT3G60580	AT4G27380	1/1
AT4G00250	AT4G27380	1/1
AT2G32460	AT4G27380	1/2
AT1G01720	AT4G27380	1/1
AT3G53200	AT4G27380	1/2
AT1G74840	AT4G27380	1/1
AT4G38170	AT4G27380	1/2
AT5G65510	AT4G27380	1/2
AT5G10510	AT4G27380	1/1
AT1G28470	AT4G29530	1/2
AT4G36740	AT4G29530	1/2
AT5G65310	AT4G29530	2/2
AT3G22830	AT4G29530	1/2
AT1G33240	AT4G29530	1/2
AT5G56840	AT4G29530	2/2
AT3G09600	AT4G29530	1/2
AT1G49010	AT4G29530	1/2
AT2G20110	AT4G29530	1/2
AT4G01280	AT4G29530	1/2
AT4G14770	AT4G29530	2/2
AT2G18550	AT4G29530	1/2
AT5G05550	AT4G29530	2/2
AT3G22760	AT4G29530	1/2
AT5G61620	AT4G29530	1/2
AT5G58900	AT4G29530	1/1
AT1G76890	AT4G29530	1/2
AT3G15210	AT4G29530	1/2
AT2G18380	AT4G29530	1/1
AT5G47390	AT4G29530	1/1
AT1G31140	AT4G29530	1/1
AT5G08520	AT4G29530	1/2
AT4G00250	AT4G29530	1/1
AT3G61150	AT4G29530	1/1
AT2G33550	AT4G29530	1/1
AT3G09735	AT4G29530	1/1
AT1G20910	AT4G29530	1/1
AT3G14180	AT4G29530	1/1
AT1G28470	AT4G30000	2/2
AT2G42200	AT4G30000	2/2
AT5G39760	AT4G30000	2/2
AT1G69010	AT4G30000	1/2
AT1G27730	AT4G30000	1/2
AT4G31800	AT4G30000	2/2
AT1G06280	AT4G30000	2/2
AT2G31230	AT4G30000	1/2
AT3G28920	AT4G30000	1/2
AT1G77200	AT4G30000	1/2
AT3G15270	AT4G30000	1/2
AT2G45410	AT4G30000	2/2
AT3G50060	AT4G30000	1/1
AT4G28500	AT4G30000	1/2
AT5G06100	AT4G30000	1/1
AT3G57920	AT4G30000	1/1
AT2G01930	AT4G30000	1/2
AT4G36160	AT4G30000	1/2
AT4G16750	AT4G30000	1/1
AT5G52020	AT4G30000	1/2
AT2G47070	AT4G30000	2/2
AT5G46830	AT4G30000	1/1
AT1G80840	AT4G30000	1/1
AT1G68200	AT4G30000	1/1
AT1G34370	AT4G30000	1/1
AT1G18330	AT4G31270	2/2
AT5G17300	AT4G31270	1/2
AT1G49480	AT4G31270	2/2
AT1G01060	AT4G31270	2/2
AT3G09600	AT4G31270	2/2
AT4G01280	AT4G31270	2/2
AT1G16490	AT4G31270	2/2
AT3G10113	AT4G31270	1/1
AT5G56110	AT4G31270	2/2
AT5G52660	AT4G31270	2/2
AT3G12720	AT4G31270	1/1
AT1G09540	AT4G31270	1/2
AT2G18380	AT4G31270	1/1
AT1G14687	AT4G31270	1/1
AT1G31140	AT4G31270	1/1
AT3G02940	AT4G31270	2/2
AT3G01530	AT4G31270	1/1
AT2G02080	AT4G31270	1/1
AT5G54230	AT4G31270	1/2
AT4G26030	AT4G31270	1/1
AT5G11260	AT4G31270	1/1
AT1G32150	AT4G31270	1/1
AT5G02840	AT4G31270	1/2
AT2G28810	AT4G35840	2/2
AT5G02460	AT4G35840	1/2
AT1G69010	AT4G35840	2/2
AT5G66940	AT4G35840	1/2
AT3G45610	AT4G35840	1/2
AT1G64620	AT4G35840	1/2
AT4G31800	AT4G35840	2/2
AT1G33240	AT4G35840	1/2
AT5G51990	AT4G35840	1/2
AT3G52440	AT4G35840	1/2
AT5G62940	AT4G35840	1/1
AT1G72740	AT4G35840	1/2
AT3G50410	AT4G35840	1/1
AT4G21080	AT4G35840	1/1
AT2G01930	AT4G35840	2/2
AT2G02820	AT4G35840	1/2
AT2G38340	AT4G35840	1/2
AT4G01540	AT4G35840	1/2
AT1G31140	AT4G35840	1/1
AT2G02080	AT4G35840	1/1
AT3G49530	AT4G35840	2/2
AT1G19790	AT4G35840	1/1
AT1G51140	AT4G35840	1/1
AT5G66730	AT4G35840	1/2
AT2G33550	AT4G35840	1/1
AT1G80840	AT4G35840	1/1
AT2G27300	AT4G35840	1/1
AT2G28810	AT4G36050	1/2
AT1G28470	AT4G36050	2/2
AT1G69010	AT4G36050	2/2
AT5G66940	AT4G36050	1/2
AT1G27730	AT4G36050	1/2
AT3G22830	AT4G36050	1/2
AT3G50260	AT4G36050	1/2
AT2G45410	AT4G36050	2/2
AT1G19210	AT4G36050	2/2
AT5G04410	AT4G36050	1/2
AT3G50060	AT4G36050	1/1
AT4G28500	AT4G36050	1/2
AT3G50410	AT4G36050	1/1
AT4G21080	AT4G36050	1/1
AT5G06100	AT4G36050	1/1
AT1G74650	AT4G36050	1/1
AT5G67300	AT4G36050	1/1
AT1G34180	AT4G36050	1/1
AT3G11440	AT4G36050	2/2
AT2G23290	AT4G36050	1/1
AT2G46680	AT4G36050	1/1
AT1G74480	AT4G36050	1/2
AT3G24520	AT4G36050	2/2
AT5G04390	AT4G36050	1/1
AT4G37260	AT4G36050	1/1
AT1G78700	AT4G36050	1/1
AT3G24120	AT4G38160	1/2
AT3G22830	AT4G38160	1/2
AT3G50260	AT4G38160	2/2
AT5G51990	AT4G38160	2/2
AT1G19000	AT4G38160	2/2
AT1G06280	AT4G38160	1/2
AT1G49010	AT4G38160	1/2
AT1G77200	AT4G38160	1/2
AT1G19210	AT4G38160	1/2
AT3G04030	AT4G38160	1/2
AT1G19850	AT4G38160	1/1
AT5G67190	AT4G38160	1/2
AT1G77920	AT4G38160	1/2
AT5G61620	AT4G38160	2/2
AT3G12720	AT4G38160	1/1
AT5G58900	AT4G38160	1/1
AT5G60130	AT4G38160	1/1
AT2G38340	AT4G38160	2/2
AT5G47390	AT4G38160	1/1
AT4G16750	AT4G38160	1/1
AT4G25470	AT4G38160	1/2
AT2G23340	AT4G38160	1/2
AT1G71450	AT4G38160	1/1
AT3G16280	AT4G38160	1/1
AT4G00250	AT4G38160	1/1
AT3G60490	AT4G38160	1/1
AT2G33550	AT4G38160	1/1
AT4G36740	AT5G01015	1/2
AT5G65310	AT5G01015	1/2
AT5G03790	AT5G01015	2/2
AT1G27730	AT5G01015	2/2
AT3G22830	AT5G01015	1/2
AT3G12250	AT5G01015	1/2
AT1G77200	AT5G01015	1/2
AT4G32730	AT5G01015	1/2
AT1G77920	AT5G01015	1/2
AT1G16490	AT5G01015	1/2
AT1G08320	AT5G01015	1/2
AT1G74650	AT5G01015	1/1
AT3G12720	AT5G01015	1/1
AT1G09540	AT5G01015	1/2
AT1G06850	AT5G01015	1/2
AT5G66700	AT5G01015	1/2
AT5G06950	AT5G01015	1/2
AT1G34190	AT5G01015	1/2
AT2G40620	AT5G01015	1/2
AT5G08520	AT5G01015	1/2
AT3G01530	AT5G01015	1/1
AT3G60580	AT5G01015	1/1
AT4G00250	AT5G01015	1/1
AT2G46680	AT5G01015	1/1
AT1G51140	AT5G01015	1/1
AT3G24520	AT5G01015	2/2
AT1G25340	AT5G01015	1/1
AT5G04390	AT5G01015	1/1
AT2G06200	AT5G01015	1/1
AT3G24120	AT5G05510	2/2
AT5G45580	AT5G05510	2/2
AT3G22830	AT5G05510	2/2
AT5G51990	AT5G05510	2/2
AT3G52440	AT5G05510	2/2
AT3G04030	AT5G05510	1/2
AT2G01060	AT5G05510	2/2
AT1G19850	AT5G05510	1/1
AT2G45420	AT5G05510	1/2
AT2G01930	AT5G05510	1/2
AT5G19790	AT5G05510	1/2
AT1G13260	AT5G05510	1/2
AT4G25470	AT5G05510	1/2
AT3G08500	AT5G05510	1/1
AT5G64750	AT5G05510	1/2
AT2G03500	AT5G05510	1/1
AT5G62000	AT5G05510	1/1
AT3G12730	AT5G05510	1/1
AT1G74480	AT5G05510	1/2
AT1G43160	AT5G05510	1/2
AT1G53910	AT5G05510	1/1
AT2G20400	AT5G05510	1/1
AT5G29000	AT5G05510	1/1
AT1G72010	AT5G05510	1/2
AT1G12610	AT5G05510	1/1
AT4G04890	AT5G05510	1/1
AT1G18330	AT5G06040	1/2
AT5G65310	AT5G06040	1/2
AT5G65410	AT5G06040	2/2
AT5G39760	AT5G06040	2/2
AT1G69010	AT5G06040	2/2
AT5G03790	AT5G06040	1/2
AT1G49480	AT5G06040	2/2
AT5G56840	AT5G06040	1/2
AT2G20110	AT5G06040	1/2
AT4G01280	AT5G06040	1/2
AT3G50060	AT5G06040	1/1
AT5G67190	AT5G06040	1/2
AT2G18550	AT5G06040	1/2
AT5G06100	AT5G06040	1/1
AT2G18350	AT5G06040	1/2
AT2G38340	AT5G06040	1/2
AT5G47390	AT5G06040	1/1
AT1G31140	AT5G06040	1/1
AT5G47370	AT5G06040	1/2
AT3G11440	AT5G06040	1/2
AT2G23290	AT5G06040	1/1
AT2G32460	AT5G06040	1/2
AT1G19790	AT5G06040	1/1
AT4G37260	AT5G06040	1/1
AT1G30490	AT5G06040	1/1
AT1G52150	AT5G06040	1/1
AT2G15740	AT5G06040	1/1
AT2G26960	AT5G06040	1/1
AT2G28810	AT5G06810	1/2
AT5G02460	AT5G06810	1/2
AT5G66940	AT5G06810	1/2
AT4G01250	AT5G06810	1/2
AT1G49480	AT5G06810	1/2
AT3G22830	AT5G06810	1/2
AT3G50260	AT5G06810	1/2
AT2G23320	AT5G06810	1/2
AT2G37590	AT5G06810	1/2
AT2G46590	AT5G06810	1/2
AT2G45410	AT5G06810	2/2
AT1G19850	AT5G06810	1/1
AT5G16820	AT5G06810	2/2
AT5G67190	AT5G06810	1/2
AT3G55370	AT5G06810	1/2
AT1G72740	AT5G06810	2/2
AT4G21080	AT5G06810	1/1
AT5G56110	AT5G06810	1/2
AT1G06850	AT5G06810	1/2
AT5G58900	AT5G06810	1/1
AT5G58850	AT5G06810	1/2
AT1G69570	AT5G06810	1/2
AT3G56400	AT5G06810	1/1
AT4G31060	AT5G06810	1/2
AT5G67580	AT5G06810	1/1
AT3G27785	AT5G06810	1/1
AT4G01500	AT5G06810	1/1
AT3G46590	AT5G06810	1/2
AT5G59430	AT5G06810	1/1
AT3G24120	AT5G08490	1/2
AT1G27730	AT5G08490	2/2
AT4G31800	AT5G08490	1/2
AT3G09600	AT5G08490	1/2
AT1G19850	AT5G08490	1/1
AT3G50060	AT5G08490	1/1
AT2G22540	AT5G08490	2/2
AT4G28500	AT5G08490	1/2
AT3G18400	AT5G08490	1/2
AT3G10113	AT5G08490	1/1
AT1G72740	AT5G08490	1/2
AT3G22760	AT5G08490	1/2
AT3G04060	AT5G08490	1/2
AT5G52660	AT5G08490	1/2
AT5G58850	AT5G08490	2/2
AT1G02230	AT5G08490	1/2
AT2G40620	AT5G08490	1/2
AT1G31140	AT5G08490	1/1
AT5G67300	AT5G08490	1/1
AT5G62000	AT5G08490	1/1
AT3G60580	AT5G08490	1/1
AT5G39610	AT5G08490	2/2
AT5G04390	AT5G08490	1/1
AT1G76420	AT5G08490	1/1
AT5G67580	AT5G08490	1/1
AT4G18770	AT5G08490	1/1
AT3G27785	AT5G08490	1/1
AT3G26790	AT5G08490	1/1
AT2G28810	AT5G08770	1/2
AT5G02460	AT5G08770	1/2
AT5G66940	AT5G08770	1/2
AT1G27730	AT5G08770	1/2
AT3G22830	AT5G08770	1/2
AT1G06280	AT5G08770	1/2
AT2G31230	AT5G08770	1/2
AT3G47500	AT5G08770	1/2
AT2G22540	AT5G08770	2/2
AT1G77920	AT5G08770	1/2
AT2G45420	AT5G08770	1/2
AT5G05550	AT5G08770	2/2
AT4G21080	AT5G08770	1/1
AT3G20310	AT5G08770	1/2
AT1G74650	AT5G08770	1/1
AT2G01930	AT5G08770	1/2
AT3G15210	AT5G08770	1/2
AT2G18380	AT5G08770	1/1
AT5G06950	AT5G08770	1/2
AT1G34190	AT5G08770	1/2
AT1G31140	AT5G08770	1/1
AT1G53170	AT5G08770	1/2
AT1G74480	AT5G08770	1/2
AT5G11260	AT5G08770	1/1
AT4G34410	AT5G08770	2/2
AT3G14180	AT5G08770	1/1
AT5G22990	AT5G08770	1/1
AT2G15740	AT5G08770	1/1
AT5G13790	AT5G08770	1/1
AT5G65410	AT5G09790	2/2
AT5G39760	AT5G09790	2/2
AT1G69010	AT5G09790	2/2
AT4G01250	AT5G09790	1/2
AT1G75240	AT5G09790	1/2
AT1G33240	AT5G09790	2/2
AT5G56840	AT5G09790	1/2
AT2G23320	AT5G09790	1/2
AT3G28920	AT5G09790	1/2
AT1G77200	AT5G09790	1/2
AT4G17980	AT5G09790	1/2
AT1G19850	AT5G09790	1/1
AT5G16820	AT5G09790	1/2
AT1G77920	AT5G09790	1/2
AT5G05550	AT5G09790	1/2
AT3G20310	AT5G09790	1/2
AT2G18350	AT5G09790	1/2
AT1G76890	AT5G09790	2/2
AT5G60130	AT5G09790	1/1
AT5G06950	AT5G09790	1/2
AT5G46590	AT5G09790	1/2
AT5G47660	AT5G09790	1/1
AT4G00250	AT5G09790	1/1
AT3G24520	AT5G09790	2/2
AT1G68550	AT5G09790	1/1
AT2G27300	AT5G09790	1/1
AT1G18330	AT5G15008	2/2
AT5G65410	AT5G15008	2/2
AT5G39760	AT5G15008	2/2
AT5G17300	AT5G15008	1/2
AT4G31800	AT5G15008	2/2
AT1G01060	AT5G15008	1/2
AT1G75240	AT5G15008	1/2
AT1G33240	AT5G15008	2/2
AT3G09600	AT5G15008	2/2
AT3G28920	AT5G15008	1/2
AT4G17980	AT5G15008	1/2
AT4G01280	AT5G15008	2/2
AT3G10113	AT5G15008	1/1
AT1G72740	AT5G15008	1/2
AT5G58900	AT5G15008	1/1
AT1G76890	AT5G15008	2/2
AT1G14687	AT5G15008	1/1
AT4G18170	AT5G15008	1/1
AT1G74480	AT5G15008	1/2
AT1G19790	AT5G15008	1/1
AT1G51220	AT5G15008	2/2
AT1G69180	AT5G15008	1/1
AT1G80840	AT5G15008	1/1
AT1G49480	AT5G15430	2/2
AT3G15270	AT5G15430	2/2
AT2G46590	AT5G15430	1/2
AT2G45410	AT5G15430	2/2
AT1G19850	AT5G15430	1/1
AT3G50060	AT5G15430	1/1
AT2G45420	AT5G15430	1/2
AT5G06100	AT5G15430	1/1
AT3G62420	AT5G15430	2/2
AT1G74650	AT5G15430	1/1
AT3G57920	AT5G15430	1/1
AT2G46270	AT5G15430	2/2
AT5G67300	AT5G15430	1/1
AT3G01530	AT5G15430	1/1
AT2G23290	AT5G15430	1/1
AT4G34590	AT5G15430	1/1
AT1G69180	AT5G15430	1/1
AT4G37260	AT5G15430	1/1
AT2G35530	AT5G15430	1/2
AT1G32150	AT5G15430	1/1
AT5G15830	AT5G15430	1/1
AT2G42430	AT5G15430	1/2
AT4G36780	AT5G15430	1/1
AT3G18990	AT5G15430	1/1
AT1G78700	AT5G15430	1/1
AT1G30210	AT5G15430	1/1
AT1G53230	AT5G15430	1/1
AT2G42200	AT5G16285	2/2
AT1G69010	AT5G16285	2/2
AT4G31800	AT5G16285	2/2
AT3G12250	AT5G16285	2/2
AT2G23320	AT5G16285	1/2
AT1G06280	AT5G16285	1/2
AT3G15270	AT5G16285	1/2
AT2G45410	AT5G16285	2/2
AT5G13180	AT5G16285	1/2
AT2G01060	AT5G16285	1/2
AT1G77920	AT5G16285	1/2
AT2G45420	AT5G16285	2/2
AT1G08320	AT5G16285	1/2
AT3G62420	AT5G16285	1/2
AT3G57920	AT5G16285	1/1
AT5G06950	AT5G16285	1/2
AT5G39610	AT5G16285	1/2
AT5G10030	AT5G16285	1/2
AT4G34590	AT5G16285	1/1
AT5G15830	AT5G16285	1/1
AT4G36780	AT5G16285	1/1
AT1G78700	AT5G16285	1/1
AT5G45300	AT5G16285	2/2
AT1G59640	AT5G16285	1/1
AT1G75080	AT5G16285	1/1
AT3G24120	AT5G16320	1/2
AT2G28810	AT5G16320	1/2
AT1G28470	AT5G16320	2/2
AT3G50260	AT5G16320	1/2
AT3G52440	AT5G16320	1/2
AT1G06280	AT5G16320	2/2
AT2G31230	AT5G16320	1/2
AT1G19210	AT5G16320	1/2
AT2G22540	AT5G16320	1/2
AT5G67190	AT5G16320	1/2
AT1G77920	AT5G16320	1/2
AT4G28500	AT5G16320	2/2
AT3G20310	AT5G16320	1/2
AT3G62420	AT5G16320	2/2
AT2G01930	AT5G16320	1/2
AT3G15210	AT5G16320	1/2
AT2G46270	AT5G16320	1/2
AT5G06950	AT5G16320	1/2
AT1G02230	AT5G16320	2/2
AT4G16750	AT5G16320	1/1
AT2G23340	AT5G16320	1/2
AT1G71450	AT5G16320	1/1
AT5G15830	AT5G16320	1/1
AT1G02250	AT5G16320	1/1
AT5G22990	AT5G16320	1/1
AT4G29230	AT5G16320	1/1
AT2G15740	AT5G16320	1/1
AT2G28810	AT5G18403	1/2
AT4G36740	AT5G18403	2/2
AT5G65310	AT5G18403	2/2
AT5G65410	AT5G18403	1/2
AT5G39760	AT5G18403	2/2
AT5G03790	AT5G18403	2/2
AT1G49480	AT5G18403	2/2
AT1G64620	AT5G18403	1/2
AT3G50260	AT5G18403	2/2
AT1G75240	AT5G18403	1/2
AT3G28920	AT5G18403	1/2
AT1G77200	AT5G18403	1/2
AT1G19850	AT5G18403	1/1
AT3G50060	AT5G18403	1/1
AT5G67190	AT5G18403	1/2
AT2G18550	AT5G18403	1/2
AT3G55370	AT5G18403	1/2
AT4G21080	AT5G18403	1/1
AT2G18350	AT5G18403	1/2
AT1G69780	AT5G18403	1/1
AT5G66700	AT5G18403	1/2
AT4G16750	AT5G18403	1/1
AT3G16280	AT5G18403	1/1
AT2G31220	AT5G18403	1/2
AT3G60490	AT5G18403	1/1
AT3G18990	AT5G18403	1/1
AT5G02460	AT5G25510	1/2
AT2G42200	AT5G25510	1/2
AT5G66940	AT5G25510	1/2
AT1G27730	AT5G25510	1/2
AT1G49480	AT5G25510	2/2
AT3G15270	AT5G25510	1/2
AT5G13180	AT5G25510	2/2
AT1G19850	AT5G25510	1/1
AT3G50060	AT5G25510	1/1
AT4G32730	AT5G25510	2/2
AT3G03200	AT5G25510	1/2
AT3G57920	AT5G25510	1/1
AT2G01930	AT5G25510	1/2
AT5G60130	AT5G25510	1/1
AT5G06950	AT5G25510	1/2
AT1G34190	AT5G25510	1/2
AT5G67300	AT5G25510	1/1
AT2G47070	AT5G25510	1/2
AT2G02080	AT5G25510	1/1
AT5G62000	AT5G25510	1/1
AT2G23290	AT5G25510	1/1
AT3G04070	AT5G25510	1/1
AT3G15500	AT5G25510	1/1
AT5G67580	AT5G25510	1/1
AT5G22990	AT5G25510	1/1
AT3G10030	AT5G25510	1/2
AT1G08010	AT5G25510	1/1
AT5G02320	AT5G25510	1/1
AT5G11510	AT5G25510	1/1
AT2G28810	AT5G28420	1/2
AT5G02460	AT5G28420	1/2
AT1G69010	AT5G28420	1/2
AT3G22830	AT5G28420	2/2
AT5G13080	AT5G28420	1/2
AT5G51990	AT5G28420	1/2
AT1G19000	AT5G28420	2/2
AT1G49010	AT5G28420	1/2
AT2G46590	AT5G28420	2/2
AT2G20110	AT5G28420	1/2
AT4G32730	AT5G28420	1/2
AT5G62940	AT5G28420	1/1
AT5G52830	AT5G28420	1/2
AT1G16490	AT5G28420	1/2
AT3G22760	AT5G28420	1/2
AT5G61620	AT5G28420	1/2
AT3G50410	AT5G28420	1/1
AT4G21080	AT5G28420	1/1
AT4G23550	AT5G28420	1/2
AT5G58850	AT5G28420	1/2
AT5G47390	AT5G28420	1/1
AT4G25470	AT5G28420	1/2
AT3G01530	AT5G28420	1/1
AT1G51700	AT5G28420	1/1
AT4G00250	AT5G28420	1/1
AT3G53200	AT5G28420	1/2
AT1G74840	AT5G28420	1/1
AT3G15500	AT5G28420	1/1
AT3G27785	AT5G28420	1/1
AT1G18330	AT5G44495	2/2
AT5G02460	AT5G44495	1/2
AT5G66940	AT5G44495	1/2
AT5G17300	AT5G44495	1/2
AT5G03790	AT5G44495	2/2
AT1G49480	AT5G44495	2/2
AT3G22830	AT5G44495	1/2
AT1G01060	AT5G44495	2/2
AT3G09600	AT5G44495	2/2
AT2G45410	AT5G44495	1/2
AT2G20110	AT5G44495	1/2
AT3G50060	AT5G44495	1/1
AT2G45420	AT5G44495	1/2
AT3G10113	AT5G44495	1/1
AT4G21080	AT5G44495	1/1
AT5G52660	AT5G44495	1/2
AT1G76890	AT5G44495	1/2
AT5G19790	AT5G44495	1/2
AT5G60130	AT5G44495	1/1
AT2G40620	AT5G44495	1/2
AT1G68320	AT5G44495	1/1
AT1G29160	AT5G44495	1/1
AT1G51220	AT5G44495	2/2
AT1G25340	AT5G44495	1/1
AT2G42430	AT5G44495	1/2
AT2G30340	AT5G44495	1/1
AT1G28470	AT5G45470	2/2
AT4G36740	AT5G45470	1/2
AT5G02460	AT5G45470	2/2
AT5G66940	AT5G45470	2/2
AT5G03790	AT5G45470	1/2
AT1G49480	AT5G45470	2/2
AT5G13080	AT5G45470	1/2
AT1G75240	AT5G45470	2/2
AT3G52440	AT5G45470	1/2
AT4G17980	AT5G45470	1/2
AT5G62940	AT5G45470	1/1
AT2G30250	AT5G45470	1/2
AT4G28500	AT5G45470	1/2
AT4G21080	AT5G45470	1/1
AT2G01930	AT5G45470	2/2
AT2G02820	AT5G45470	1/2
AT5G60130	AT5G45470	1/1
AT1G69570	AT5G45470	1/2
AT5G26170	AT5G45470	1/1
AT4G18170	AT5G45470	1/1
AT3G60580	AT5G45470	1/1
AT1G29160	AT5G45470	1/1
AT3G61150	AT5G45470	1/1
AT3G04070	AT5G45470	1/1
AT4G38170	AT5G45470	1/2
AT5G18270	AT5G45470	1/2
AT3G24120	AT5G55820	1/2
AT5G45580	AT5G55820	1/2
AT1G79580	AT5G55820	1/2
AT1G69010	AT5G55820	1/2
AT4G01250	AT5G55820	1/2
AT1G27730	AT5G55820	1/2
AT3G22830	AT5G55820	1/2
AT5G56840	AT5G55820	1/2
AT2G23320	AT5G55820	1/2
AT2G45410	AT5G55820	1/2
AT3G04030	AT5G55820	1/2
AT1G19850	AT5G55820	1/1
AT5G46350	AT5G55820	1/2
AT3G50060	AT5G55820	1/1
AT1G29280	AT5G55820	1/2
AT2G30250	AT5G55820	1/2
AT5G52830	AT5G55820	1/2
AT2G45420	AT5G55820	1/2
AT5G05550	AT5G55820	2/2
AT4G37180	AT5G55820	1/2
